DE0005200000;Beiersdorf AG
DE0005232805;Bertrandt AG
DE0005909006;Bilfinger SE
US09062X1037;BIOGEN INC.
US09061G1013;BIOMARIN PHARMACEUTICAL INC.
DE0005227235;Biotest AG
FR0000131104;BNP Paribas SA
US0970231058;BOEING CO.
DE0005493092;Borussia Dortmund GmbH & Co. KGaA
NL0000852580;Boskalis Westminster
FR0000120503;Bouygues SA
IT0000066123;BPER Banca
BE0974268972;bpost S.A.
IT0005252728;Brembo SpA
DE000A1DAHH0;Brenntag AG
SG9999014823;BROADCOM LTD.
IT0001347308;Buzzi Unicem SpA
US12673P1057;CA INC.
ES0140609019;CaixaBank SA
DE0005419105;CANCOM SE
FR0000125338;Capgemini SE
DE0006095003;Capital Stage AG
DE0005313704;Carl Zeiss Meditec AG
FR0000120172;Carrefour SA
US1491231015;CATERPILLAR INC.
DE0007257503;CECONOMY AG
US1510201049;CELGENE CORP.
ES0105066007;Cellnex Telecom SA
US1567821046;CERNER CORP.
DE0005403901;CEWE Stiftung & Co. KGaA
US16119P1084;CHARTER COMMUNICATIONS INC.
IL0010824113;CHECK POINT SOFTWARE TECHNOLOGIES 
US1667641005;CHEVRON CORP.
FR0000125007;Cie de Saint-Gobain
US1729081059;CINTAS CORP.
US17275R1023;CISCO SYSTEMS INC.
US1773761002;CITRIX SYSTEMS INC.
NL0010545661;CNH Industrial NV
BE0003593044;Cofinimmo SA
US1924461023;COGNIZANT TECHNOLOGY SOLUTIONS CORP.
US20030N1019;COMCAST CORP.
DE000CBK1001;Commerzbank AG
DE0005437305;CompuGroup Medical SE
DE0005439004;Continental AG
US22160K1051;COSTCO WHOLESALE CORP.
DE0006062144;Covestro AG
FR0000045072;Credit Agricole SA
US1264081035;CSX CORP.
US22943F1003;CTRIP.COM INTERNATIONAL LTD.
DE0005470306;CTS Eventim AG & Co. KGaA
DE0007100000;Daimler AG
FR0000120644;Danone SA
IT0005252207;Davide Campari-Milano S.p.A.
DE000A2E4K43;Delivery Hero AG
US24906P1093;DENTSPLY SIRONA INC.
DE000A1TNUT7;Deutsche Beteiligungs AG
DE0005810055;Deutsche Börse AG
DE0007480204;Deutsche EuroShop AG
DE0008232125;Deutsche Lufthansa AG
DE0008019001;Deutsche Pfandbriefbank AG
DE0005552004;Deutsche Post AG
DE0005557508;Deutsche Telekom AG
DE000A0HN5C6;Deutsche Wohnen SE
DE0006305006;DEUTZ AG
GB0059822006;Dialog Semiconductor PLC
DE000A1X3XX4;DIC Asset AG
DE000A0CAYB2;Diebold Nixdorf AG
US25470F3029;DISCOVERY COMMUNICATIONS INC.
US25470F1049;DISCOVERY COMMUNICATIONS INC.
US25470M1099;DISH NETWORK CORP.
ES0126775032;Distribuidora Internacional de Alim 
DE0005878003;DMG MORI AG
US2567461080;DOLLAR TREE INC.
DE0005550636;Drägerwerk AG & Co. KGaA
DE0005565204;Dürr AG
DE000ENAG999;E.ON SE
US2786421030;EBAY INC.
US2855121099;ELECTRONIC ARTS INC.
DE0007856023;ElringKlinger AG
ES0130960018;Enagas SA
ES0130670112;Endesa SA
IT0003128367;Enel SpA
FR0010208488;Engie SA
IT0003132476;ENI S.p.A.
FR0000121667;Essilor International SA
BE0974256852;Etablissementen Fr. Colruyt NV
DE000EVNK013;Evonik Industries AG
DE0005664809;Evotec AG
NL0012059018;EXOR NV
US30212P3038;EXPEDIA INC.
US30219G1085;EXPRESS SCRIPTS HOLDING CO.
US30231G1022;EXXON MOBIL CORP.
AT0000785407;Fabasoft AG
US30303M1027;FACEBOOK INC.
US3119001044;FASTENAL CO.
US7821834048;Federal Hydro-Generating Company 
NL0011585146;Ferrari NV
ES0118900010;Ferrovial SA
NL0010877643;Fiat Chrysler Automobiles NV
DE0005772206;Fielmann AG
IT0000072170;FinecoBank Banca Fineco SpA
US3377381088;FISERV INC.
DE0005773303;Fraport AG 
DE000A0Z2ZZ5;freenet AG
DE0005785802;Fresenius Medical Care AG & Co. KGaA
DE0005785604;Fresenius SE & Co. KGaA
DE0005790430;FUCHS PETROLUB SE
BE0003818359;Galapagos NV
ES0116870314;Gas Natural SDG SA
US3682872078;Gazprom PJSC
DE0006602006;GEA Group AG
NL0000400653;Gemalto NV
US3696041033;GENERAL ELECTRIC CO.
DE000A0LD6E6;Gerresheimer AG
DE0003304101;Gerry Weber International AG
DE0005800601;GFT Technologies SE
US3755581036;GILEAD SCIENCES INC.
DE0005895403;GRAMMER AG
LU0775917882;Grand City Properties S.A.
DE000A161N30;GRENKE AG
ES0171996087;Grifols SA
BE0003797140;Groupe Bruxelles Lambert SA/NV
DE0006013006;HAMBORNER REIT AG
DE000A0S8488;Hamburger Hafen und Logistik AG
DE0008402215;Hannover Rück SE
DE000HLAG475;Hapag-Lloyd AG
US4180561072;HASBRO INC.
DE0006047004;HeidelbergCement AG
DE0007314007;Heidelberger Druckmaschinen AG
NL0000009165;Heineken NV
DE000A13SX22;Hella KGaA Hueck & Co.
DE0006048432;Henkel AG & Co. KGaA
US8064071025;HENRY SCHEIN INC.
DE0006070006;HOCHTIEF AG
US4364401012;HOLOGIC INC.
DE0006083405;HORNBACH Holding AG & Co. KGaA
DE000A1PHFF7;HUGO BOSS AG
US4456581077;HUNT [J.B.] TRANSPORT SERVICES INC.
DE0005493365;HYPOPORT AG
ES0144580Y14;Iberdrola SA
US45168D1046;IDEXX LABORATORIES INC.
US4523271090;ILLUMINA INC.
US45337C1027;INCYTE CORP.
ES0118594417;Indra Sistemas SA
DE0006200108;INDUS Holding AG
ES0148396007;Industria de Diseno Textil SA
DE0006231004;Infineon Technologies AG
NL0011821202;ING Groep NV
ES0139140174;Inmobiliaria Colonial SA
DE000A2AADD2;innogy SE
US4581401001;INTEL CORP.
US4592001014;INTERNATIONAL BUSINESS MACHINES 
ES0177542018;International Consolidated 
IT0000072618;Intesa Sanpaolo SpA
US4612021034;INTUIT INC.
US46120E6023;INTUITIVE SURGICAL INC.
IT0005211237;Italgas SpA
US47215P1066;JD.COM INC.
DE0006229107;JENOPTIK AG
US4781601046;JOHNSON & JOHNSON
US46625H1005;JPMORGAN CHASE & CO.
DE0006219934;Jungheinrich AG
DE000KSAG888;K+S Aktiengesellschaft
BE0003565737;KBC GROEP N.V.
FR0000121485;Kering
DE000KGX8881;KION GROUP AG
US4824801009;KLA-TENCOR CORP.
DE000KC01000;Klöckner & Co SE
DE0007193500;Koenig & Bauer AG
NL0011794037;Koninklijke Ahold Delhaize NV
NL0000009827;Koninklijke DSM NV
NL0000009082;Koninklijke KPN NV
NL0000009538;Koninklijke Philips NV
NL0009432491;Koninklijke Vopak NV
US5007541064;KRAFT HEINZ CO., THE
DE0006335003;KRONES AG
DE0007074007;KWS SAAT SE
FR0000120321;L'Oreal SA
US5128071082;LAM RESEARCH CORP.
DE0005470405;LANXESS AG
DE000LEG1110;LEG Immobilien AG
FR0010307819;Legrand SA
US52634T2006;Lenta Ltd.
IT0003856405;Leonardo SpA
DE0005408884;LEONI AG
GB00B8W67B19;LIBERTY GLOBAL PLC
GB00B8W67662;LIBERTY GLOBAL PLC
US53071M8560;LIBERTY INTERACTIVE CORP.
US53071M1045;LIBERTY INTERACTIVE CORP.
DE0006483001;Linde AG
DE000A2E4L75;Linde AG
US69343P1057;Lukoil PJSC
IT0001479374;Luxottica Group SpA
FR0000121014;LVMH Moet Hennessy Louis Vuitton SE
US55953Q2021;Magnit PAO
US5603172082;Mail.Ru LLC
ES0124244E34;Mapfre SA
US5719032022;MARRIOTT INTERNATIONAL INC.
US5770811025;MATTEL INC.
US57772K1016;MAXIM INTEGRATED PRODUCTS INC.
US5801351017;MCDONALD'S CORP.
ES0152503035;Mediaset Espana Comunicacion SA
IT0001063210;Mediaset SpA
DE000A1X3W00;Medigene AG
IT0000062957;Mediobanca SpA
US58517T2096;Megafon PJSC
ES0176252718;Melia Hotels International SA
US58933Y1055;MERCK & CO. INC.
DE0006599905;Merck KGaA
ES0105025003;Merlin Properties Socimi SA
DE000BFB0019;METRO Wholesale & Food Specialist AG
US5950171042;MICROCHIP TECHNOLOGY INC.
US5951121038;MICRON TECHNOLOGY INC.
US5949181045;MICROSOFT CORP.
DE0006569908;MLP AG
US55315J1025;MMC Norilsk Nickel PJSC 
IT0004965148;Moncler SpA
US6092071058;MONDELEZ INTERNATIONAL INC.
US61174X1090;MONSTER BEVERAGE CORP.
DE0006632003;MorphoSys AG
DE000A0D9PT0;MTU Aero Engines AG
DE0008430026;Münchener Rückversicherungs-
NL0011031208;MYLAN N.V.
DE0006452907;Nemetschek SE
US64110W1027;NETEASE INC.
US64110L1061;NETFLIX INC.
US6541061031;NIKE INC.
NL0010773842;NN Group NV
FI0009000681;Nokia OYJ
DE000A0D6554;Nordex SE
DE000A1H8BV3;NORMA Group SE
BMG667211046;NORWEGIAN CRUISE LINE HOLDINGS LTD
US6698881090;Novatek OAO
US67011E2046;Novolipetskiy Metallurgicheskiy 
BE0974258874;NV Bekaert SA
US67066G1040;NVIDIA CORP.
US67103H1077;O'REILLY AUTOMOTIVE INC.
BE0974276082;Ontex Group NV
FR0000133308;Orange SA
DE000LED4000;OSRAM Licht AG
US6937181088;PACCAR INC.
DE000PAT1AG3;PATRIZIA Immobilien AG
US7043261079;PAYCHEX INC.
US70450Y1038;PAYPAL HOLDINGS INC.
FR0000120693;Pernod Ricard SA
AT0000A00Y78;Petro Welt Technologies AG
FR0000121501;Peugeot SA
DE0006916604;Pfeiffer Vacuum Technology AG
US7170811035;PFIZER INC.
US71922G2093;PhosAgro PJSC
IT0005278236;Pirelli & C. SpA
IT0003796171;Poste Italiane SpA
DE000PSM7770;ProSiebenSat.1 Media SE
BE0003810273;Proximus SA/NV
IT0004176001;Prysmian S.p.A.
FR0000130577;Publicis Groupe SA
DE0006969603;PUMA SE
NL0012169213;Qiagen N.V.
US7475251036;QUALCOMM INC.
NL0000379121;Randstad Holding NV
DE0007010803;RATIONAL AG
IT0003828271;Recordati SpA
ES0173093024;Red Electrica Corp SA
US75886F1075;REGENERON PHARMACEUTICALS INC.
NL0006144495;RELX NV
FR0000131906;Renault SA
ES0173516115;Repsol SA
DE0007030009;Rheinmetall AG
NL0012650360;RHI Magnesita N.V.
DE0007042301;RHÖN-KLINIKUM AG
DE000A0Z2XN6;RIB Software SE
DE000A12UKK6;Rocket Internet SE
US7496552057;Ros Agro Plc.
US67812M2070;Rosneft Oil Company  PJSC
US7782961038;ROSS STORES INC.
GB00B03MLX29;Royal Dutch Shell PLC
LU0061462528;RTL Group S.A.
DE0007037129;RWE AG
AT0000A0E9W5;S&T AG
LU0307018795;SAF HOLLAND S.A.
FR0000073272;Safran SA
IT0005252140;Saipem SpA
IT0004712375;Salvatore Ferragamo SpA
DE0006202005;Salzgitter AG
FR0000120578;Sanofi
DE0007164600;SAP SE
DE0007165631;Sartorius AG
US80585Y3080;Sberbank of Russia OJSC
NL0000360618;SBM Offshore NV
DE000SHA0159;Schaeffler AG
FR0000121972;Schneider Electric SE
DE000A12DM80;Scout24 AG
IE00B58JVZ52;SEAGATE TECHNOLOGY PLC
US8181503025;Severstal JSC
DE0007235301;SGL CARBON SE
US82481R1068;SHIRE PLC
DE0007236101;Siemens AG
ES0143416115;Siemens Gamesa Renewable Energy SA
DE000WAF3001;Siltronic AG
US82968B1035;SIRIUS XM HOLDINGS INC.
US48122U2042;Sistema PJSFC
DE0007231326;Sixt SE
US83088M1027;SKYWORKS SOLUTIONS INC.
DE000A111338;SLM Solutions Group AG
DE000A0DJ6J9;SMA Solar Technology AG
IT0003153415;Snam S.p.A.
FR0000130809;Société Générale
FR0000121220;Sodexo SA
BE0003717312;Sofina SA/NV
DE000A2GS401;Software AG
BE0003470755;Solvay SA
LU1066226637;Stabilus S.A.
DE0007251803;STADA Arzneimittel AG
US8552441094;STARBUCKS CORP.
NL0011375019;Steinhoff International Holdings N.V
NL0000226223;STMicroelectronics NV
DE0007493991;Ströer SE & Co. KGaA
DE0007297004;Südzucker AG
US8688612048;Surgutneftegaz OJSC 
US8715031089;SYMANTEC CORP.
DE000SYM9999;Symrise AG
US8725901040;T-MOBILE US INC.
DE0008303504;TAG Immobilien AG
DE0007446007;TAKKT AG
DE000TLX1005;Talanx AG
US8766292051;Tatneft PJSC
GB00BDSFG982;TechnipFMC PLC
ES0178165017;Tecnicas Reunidas SA
DE000TCAG172;Tele Columbus AG
IT0003497168;Telecom Italia S.p.A.
DE000A1J5RX9;Telefónica Deutschland Holding AG
ES0178430E18;Telefonica SA
BE0003826436;TELENET GROUP HOLDING
LU0156801721;Tenaris SA
IT0003242622;Terna Rete Elettrica Nazio Spa
US88160R1014;TESLA MOTORS INC.
US8825081040;TEXAS INSTRUMENTS INC.
US1912161007;THE COCA-COLA CO.
US38141G1040;THE GOLDMAN SACHS GROUP INC.
US4370761029;THE HOME DEPOT INC.
US7415034039;THE PRICELINE GROUP INC.
US7427181091;THE PROCTER & GAMBLE CO.
US89417E1091;THE TRAVELERS COMPANIES INC.
US2546871060;THE WALT DISNEY CO.
DE0007500001;ThyssenKrupp AG
DE000A12B8Z4;TLG IMMOBILIEN AG
FR0000120271;TOTAL SA
US8923561067;TRACTOR SUPPLY CO.
US8969452015;TRIPADVISOR INC.
BE0003739530;UCB S.A.
US90384S3031;ULTA SALON COSMETICS & FRAGRANCE 
BE0974320526;Umicore S.A.
FR0000124711;Unibail-Rodamco SE
IT0005239360;UniCredit S.p.A.
NL0000009355;Unilever NV
IT0003487029;Unione di Banche Italiane SpA
DE000UNSE018;Uniper SE
IT0004810054;Unipol Gruppo Finanziario SpA
IT0004827447;UnipolSai Assicurazioni SpA
DE0005089031;United Internet AG
US9130171096;UNITED TECHNOLOGIES CORP.
US91324P1021;UNITEDHEALTH GROUP INC.
FR0013176526;Valeo SA
DE000A0TGJ55;VARTA AKTIENGESELLSCHAFT
FR0000124141;Veolia Environnement SA
US92345Y1064;VERISK ANALYTICS INC.
US92343V1044;VERIZON COMMUNICATIONS INC.
US92532F1003;VERTEX PHARMACEUTICALS INC.
US92553P2011;VIACOM INC.
FR0000125486;Vinci SA
US92826C8394;VISA INC.
ES0184262212;Viscofan SA
FR0000127771;Vivendi SA
US92857W3088;VODAFONE GROUP PLC
DE0007664039;Volkswagen AG
DE000A1ML7J1;Vonovia SE
DE0007667107;Vossloh AG
US46630Q2021;VTB Bank PJSC
DE000VTG9999;VTG AG
DE000WCH8881;Wacker Chemie AG
DE000WACK012;Wacker Neuson SE
US9311421039;WAL-MART STORES INC.
US9314271084;WALGREENS BOOTS ALLIANCE INC.
DE0007507501;WashTec AG
DE000A1X3X33;WCM Beteiligungs- und Grundbesitz AG
US9581021055;WESTERN DIGITAL CORP.
DE0007472060;Wirecard AG
NL0000395903;Wolters Kluwer NV
DE0008051004;Wüstenrot & Württembergische AG
US98387E2054;X5 Retail Group NV
US9839191015;XILINX INC.
DE000XNG8888;XING AG
US0213461017;YAHOO! INC.
IT0003540470;Yoox Net-A-Porter Group SpA
DE000ZAL1111;Zalando SE
DE0005111702;zooplus AG
